disputed_amount_missing,disputed_amount,quantity_missing,quantity,account_age_days_missing,account_age_days,previous_orders_missing,previous_orders,previous_chargebacks_missing,previous_chargebacks,previous_returns_missing,previous_returns,previous_failed_payments_missing,previous_failed_payments,avg_order_value_missing,avg_order_value,claim_delay_days_missing,claim_delay_days,days_to_deliver_missing,days_to_deliver,device_shared_accounts_missing,device_shared_accounts,ip_geo_distance_km_missing,ip_geo_distance_km,txns_last_24h_missing,txns_last_24h,has_tracking,device_seen_before,shipping_billing_match,chargeback_reason__product_not_received,chargeback_reason__unauthorized_transaction,chargeback_reason__product_not_as_described,payment_method__credit_card,payment_method__debit_card,payment_method__upi,payment_method__netbanking,payment_method__wallet,delivery_status__delivered,delivery_status__in_transit,delivery_status__failed,delivery_status__returned_to_sender,delivery_status__unknown,delivery_confirmation__signed,delivery_confirmation__otp,delivery_confirmation__photo,delivery_confirmation__none,amount_over_aov,log_amount,orders_per_month,chargeback_rate,delivered_with_confirmation,pnr_but_delivered,pnr_but_confirmed,unauth_but_known_device,new_account_high_value
0,2759.85,0,1.0,0,183.1,0,1.0,0,1.0,0,0.0,0,1.0,0,1227.24,0,15.3,0,2.9,0,1.0,0,80.9,0,2.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.2488266353769433,7.9232938823123495,0.1638448935008192,0.5,1,1,1,0,0
0,14630.24,0,1.0,0,307.5,0,37.0,0,2.0,0,2.0,0,0.0,0,1729.76,0,5.2,0,1.0,0,0.0,0,44.4,0,2.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.457959485709,9.590914247770383,3.6097560975609757,0.05263157894736842,1,0,0,1,0
0,2452.35,0,1.0,0,836.5,0,21.0,0,0.0,0,2.0,0,1.0,0,8130.39,0,2.5,0,11.3,0,0.0,0,5.0,0,1.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.30162759720013427,7.805209716509998,0.7531380753138075,0.0,1,0,0,0,0
0,3652.74,0,2.0,0,1224.2,0,82.0,0,0.0,0,2.0,0,0.0,0,2421.52,0,28.8,0,7.3,0,0.0,0,41.5,0,3.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.5084492384948296,8.20350657950758,2.009475575886293,0.0,1,1,1,0,0
0,18196.16,0,1.0,0,135.0,0,1.0,0,0.0,0,0.0,0,1.0,0,1129.03,0,11.5,1,-1.0,0,0.0,0,6.5,0,2.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16.11663109040504,9.809020816932717,0.2222222222222222,0.0,0,0,0,1,0
0,6062.58,0,1.0,0,228.0,0,5.0,0,0.0,0,1.0,0,0.0,0,331.73,0,1.0,1,-1.0,0,1.0,0,6.9,0,2.0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,18.2756458565701,8.710055663709818,0.6578947368421053,0.0,0,0,0,0,0
0,9970.82,0,2.0,0,1366.0,0,32.0,0,0.0,0,0.0,0,0.0,0,1709.57,0,2.9,0,3.8,0,1.0,0,137.6,0,3.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5.832355504600572,9.207518393939019,0.7027818448023426,0.0,0,1,0,0,0
0,5088.34,0,1.0,0,392.5,0,23.0,0,0.0,0,1.0,0,0.0,0,5871.52,0,4.4,0,3.5,0,0.0,0,10.3,0,2.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.8666137558928523,8.534903435125416,1.7579617834394903,0.0,0,0,0,0,0
0,4515.6,0,1.0,0,437.3,0,7.0,0,0.0,0,2.0,0,0.0,0,882.54,0,1.5,1,-1.0,0,0.0,0,4.7,0,1.0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5.116595281800259,8.415514777383203,0.48021952892750974,0.0,0,0,0,0,0
0,5437.91,0,1.0,0,711.0,0,21.0,0,0.0,0,2.0,0,0.0,0,2121.89,0,3.1,1,-1.0,0,0.0,0,23.6,0,2.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.5627671556961014,8.60133395212665,0.8860759493670887,0.0,0,0,0,0,0
0,5188.89,0,1.0,0,1212.4,0,115.0,0,0.0,0,0.0,0,1.0,0,1216.98,0,8.0,0,3.9,0,0.0,0,107.7,0,5.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.263743036040034,8.554467781330317,2.8455955130320025,0.0,0,0,0,0,0
0,392.66,0,1.0,0,721.3,0,48.0,0,0.0,0,0.0,0,1.0,0,495.37,0,4.2,1,-1.0,0,0.0,0,9.8,0,1.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.792660031895351,5.975487592584841,1.996395397199501,0.0,0,0,0,0,0
0,17312.67,0,1.0,0,660.4,0,20.0,0,0.0,0,0.0,0,2.0,0,1913.48,0,1.9,1,-1.0,0,0.0,0,105.7,0,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,9.047740242908208,9.759251641873623,0.9085402786190189,0.0,0,0,0,0,0
0,11793.49,0,1.0,0,36.3,0,0.0,0,0.0,0,2.0,0,1.0,0,2159.93,0,19.8,0,3.2,0,0.0,0,1.0,0,2.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5.4601260226025845,9.375387752246509,0.0,0.0,1,1,1,0,1
0,8226.39,0,1.0,0,1238.5,0,132.0,0,0.0,0,0.0,0,1.0,0,1371.52,0,30.6,0,3.4,0,0.0,0,157.6,0,1.0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5.998009507699487,9.015224110931705,3.197416229309649,0.0,0,0,0,0,0
0,4600.06,0,3.0,0,664.3,0,20.0,0,0.0,0,2.0,0,2.0,0,970.69,0,4.1,0,1.0,0,0.0,0,10.6,0,1.0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4.738958884916915,8.434041990713778,0.9032063826584376,0.0,1,1,1,0,0
0,2142.77,0,1.0,0,907.4,0,28.0,0,1.0,0,0.0,0,0.0,0,1595.13,0,13.3,0,6.1,0,1.0,0,140.2,0,1.0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.3433199801897022,7.670321240316795,0.9257218426272867,0.034482758620689655,1,1,1,0,0
0,3124.76,0,1.0,0,882.7,0,34.0,0,1.0,0,1.0,0,0.0,0,1516.4,0,4.6,1,-1.0,0,1.0,0,4.9,0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.060643629649169,8.047432732602175,1.1555454854423926,0.02857142857142857,0,0,0,0,0
0,14917.96,0,2.0,0,991.5,0,140.0,0,0.0,0,0.0,0,0.0,0,697.74,0,5.5,0,1.5,0,3.0,0,641.8,0,6.0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,21.380399575773207,9.610388166234404,4.236006051437217,0.0,1,0,0,0,0
0,4736.24,0,2.0,0,1021.9,0,19.0,0,0.0,0,1.0,0,1.0,0,892.8,0,1.9,1,-1.0,0,0.0,0,33.5,0,2.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5.3049283154121865,8.463209966618159,0.5577845190331735,0.0,0,0,0,0,0
0,8705.12,0,2.0,0,477.7,0,15.0,0,1.0,0,0.0,0,3.0,0,3119.7,0,19.5,0,3.8,0,0.0,0,88.9,0,2.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.790370868993814,9.07178150561477,0.9420138162026376,0.0625,0,0,0,1,0
0,22784.65,0,1.0,0,356.0,0,36.0,0,0.0,0,0.0,0,1.0,0,1110.39,0,22.8,0,2.0,0,1.0,0,18.3,0,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,20.519502156899826,10.03388623083113,3.033707865168539,0.0,0,0,0,0,0
0,4076.38,0,3.0,0,182.2,0,28.0,0,0.0,0,0.0,0,1.0,0,2704.73,0,9.4,1,-1.0,0,0.0,0,25.3,0,1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.5071301017107068,8.313209904264435,4.610318331503842,0.0,0,0,0,1,0
0,22519.95,0,1.0,0,613.5,0,12.0,0,1.0,0,1.0,0,1.0,0,2445.74,0,7.5,0,2.4,0,1.0,0,17.5,0,2.0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,9.207826670046694,10.022201266088565,0.58679706601467,0.07692307692307693,1,0,0,1,0
0,641.34,0,1.0,0,1447.1,0,99.0,0,0.0,0,1.0,0,1.0,0,2567.47,0,4.4,0,1.6,0,0.0,0,11.7,0,1.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.2497945448242823,6.46511775851959,2.052380623315597,0.0,0,1,0,0,0
0,3098.75,0,2.0,0,406.2,0,32.0,0,0.0,0,1.0,0,1.0,0,1069.21,0,8.4,1,-1.0,0,1.0,0,402.1,0,4.0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.8981678061372413,8.039076742059951,2.363367799113737,0.0,0,0,0,0,0
0,4361.03,0,1.0,0,350.9,0,13.0,0,0.0,0,1.0,0,0.0,0,4795.57,0,9.1,0,5.4,0,1.0,0,7.7,0,2.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.9093872052748683,8.380692824317016,1.1114277571957825,0.0,1,0,0,0,0
0,2136.56,0,2.0,0,659.0,0,10.0,0,1.0,0,1.0,0,0.0,0,1832.09,0,2.7,1,-1.0,0,0.0,0,5.0,0,2.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1661872506263338,7.667420270592394,0.45523520485584223,0.09090909090909091,0,0,0,0,0
0,716.22,0,2.0,0,428.0,0,83.0,0,0.0,0,1.0,0,0.0,0,2032.05,0,10.3,0,4.7,0,0.0,0,52.0,0,1.0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.35246179966044144,6.57538262756637,5.817757009345794,0.0,1,0,0,0,0
0,6525.13,0,1.0,0,199.9,0,25.0,0,0.0,0,2.0,0,0.0,0,3386.07,0,1.2,0,2.3,0,1.0,0,23.0,0,1.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.927051124164592,8.783569397273585,3.7518759379689848,0.0,0,1,0,0,0
0,2292.34,0,1.0,0,328.7,0,21.0,0,0.0,0,0.0,0,1.0,0,1651.31,0,4.1,1,-1.0,0,1.0,0,54.5,0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.3881948271372426,7.737764549231799,1.9166413142683296,0.0,0,0,0,0,0
0,15142.1,0,1.0,0,966.4,0,3.0,0,0.0,0,0.0,0,0.0,0,2422.31,0,4.2,1,-1.0,0,0.0,0,122.8,0,2.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6.251099157415855,9.625300261646137,0.09312913907284769,0.0,0,0,0,0,0
0,20798.71,0,1.0,0,902.1,0,161.0,0,0.0,0,1.0,0,0.0,0,1799.51,0,21.2,1,-1.0,0,0.0,0,8.1,0,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11.557985229312424,9.942694323284522,5.354173594945128,0.0,0,0,0,0,0
0,4779.48,0,1.0,0,344.1,0,16.0,0,0.0,0,0.0,0,0.0,0,1689.94,0,7.2,0,5.3,0,1.0,0,54.7,0,1.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.8281950838491303,8.472296238853952,1.3949433304272014,0.0,0,0,0,0,0
0,36673.87,0,1.0,0,927.2,0,26.0,0,0.0,0,0.0,0,0.0,0,2432.08,0,8.7,0,6.1,0,0.0,0,68.4,0,1.0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,15.079220255912636,10.509847058355957,0.8412424503882656,0.0,0,1,0,0,0
0,9508.74,0,3.0,0,817.2,0,18.0,0,0.0,0,3.0,0,1.0,0,1299.11,0,4.4,1,-1.0,0,0.0,0,12.1,0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7.31942637651931,9.160071815523219,0.6607929515418501,0.0,0,0,0,0,0
0,2195.62,0,1.0,0,646.2,0,23.0,0,1.0,0,1.0,0,1.0,0,10242.21,0,1.9,0,6.6,0,0.0,0,2.7,0,1.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.21436975027850436,7.69467509429322,1.0677808727948002,0.041666666666666664,1,0,0,0,0
0,8893.12,0,3.0,0,202.5,0,4.0,0,0.0,0,3.0,0,0.0,0,5805.25,0,18.5,0,6.2,0,1.0,0,21.1,0,2.0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.5319099091339736,9.093145663221584,0.5925925925925926,0.0,1,0,0,1,0
0,70355.08,0,1.0,0,663.2,0,38.0,0,0.0,0,0.0,0,2.0,0,1722.8,0,23.0,0,1.0,0,0.0,0,436.5,0,5.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,40.837636405850944,11.161324483825878,1.7189384800965015,0.0,0,0,0,0,0
0,3808.94,0,2.0,0,315.0,0,18.0,0,1.0,0,0.0,0,0.0,0,924.51,0,23.2,0,5.9,0,1.0,0,21.7,0,1.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.119955435852506,8.24536871996525,1.7142857142857142,0.05263157894736842,1,1,1,0,0
0,24216.33,0,2.0,0,483.1,0,20.0,0,1.0,0,3.0,0,2.0,0,2397.03,0,8.9,0,1.9,0,0.0,0,29.3,0,2.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,10.102639516401547,10.094823771558755,1.2419788863589318,0.047619047619047616,1,0,0,0,0
0,2235.11,0,2.0,0,253.6,0,23.0,0,0.0,0,2.0,0,0.0,0,510.35,0,2.1,0,3.6,0,0.0,0,7.9,0,1.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.379563044969139,7.712493028056011,2.720820189274448,0.0,1,0,0,0,0
0,2791.53,0,2.0,0,158.4,0,0.0,0,1.0,0,1.0,0,0.0,0,3329.45,0,8.9,0,4.3,0,0.0,0,22.9,0,3.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.8384357776809984,7.934703273947422,0.0,1.0,1,1,1,0,0
0,2620.94,0,1.0,0,48.1,0,1.0,0,1.0,0,2.0,0,2.0,0,1059.75,0,18.9,1,-1.0,0,0.0,0,10.8,0,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.473168200047181,7.8716697807666245,0.6237006237006237,0.5,0,0,0,0,0
0,3385.56,0,1.0,0,1498.1,0,78.0,0,0.0,0,0.0,0,0.0,0,1033.72,0,3.6,0,1.6,0,0.0,0,3.5,0,2.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3.2751228572534146,8.12756993590536,1.5619785061077367,0.0,0,0,0,0,0
0,1576.96,0,1.0,0,211.8,0,3.0,0,1.0,0,0.0,0,1.0,0,6145.49,0,22.3,0,3.4,0,0.0,0,4.5,0,2.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.2566044367495513,7.363888152542081,0.4249291784702549,0.25,0,0,0,1,0
0,13573.27,0,1.0,0,832.4,0,27.0,0,1.0,0,1.0,0,1.0,0,1646.53,0,8.2,0,1.9,0,1.0,0,51.7,0,2.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8.243560700382016,9.515931368033907,0.9730898606439212,0.03571428571428571,1,1,1,0,0
0,7966.03,0,1.0,0,483.6,0,5.0,0,0.0,0,0.0,0,0.0,0,3081.04,0,5.6,0,2.8,0,2.0,0,827.6,0,5.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.5855003505309897,8.9830670549061,0.31017369727047145,0.0,0,0,0,0,0
0,2198.99,0,2.0,0,718.3,0,30.0,0,0.0,0,0.0,0,0.0,0,2120.74,0,12.3,1,-1.0,0,1.0,0,645.1,0,1.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0368974980431358,7.696208093881531,1.252958373938466,0.0,0,0,0,0,0
0,6995.21,0,2.0,0,643.5,0,23.0,0,0.0,0,1.0,0,0.0,0,1828.28,0,1.1,0,4.8,0,0.0,0,15.9,0,1.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.826115255868904,8.853123852840646,1.0722610722610724,0.0,0,1,0,0,0
0,10380.44,0,2.0,0,503.9,0,18.0,0,0.0,0,1.0,0,0.0,0,390.5,0,7.9,0,1.8,0,0.0,0,42.7,0,2.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,26.582432778489117,9.247774875421696,1.0716411986505259,0.0,1,0,0,0,0
0,8072.88,0,2.0,0,568.7,0,42.0,0,0.0,0,0.0,0,0.0,0,2074.85,0,5.0,0,3.0,0,0.0,0,537.8,0,4.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3.890825842832012,8.996389438780763,2.2155793915948654,0.0,1,0,0,0,0
0,6397.42,0,1.0,0,764.5,0,62.0,0,0.0,0,0.0,0,0.0,0,2222.18,0,0.2,1,-1.0,0,2.0,0,15.5,0,2.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.878893698980281,8.763806363869113,2.4329627207325046,0.0,0,0,0,0,0
0,9204.82,0,1.0,0,291.0,0,8.0,0,0.0,0,1.0,0,0.0,0,6345.52,0,3.4,0,4.9,0,0.0,0,7.9,0,1.0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.450601369154931,9.127591171720251,0.8247422680412372,0.0,1,0,0,0,0
0,4793.85,0,1.0,0,55.6,0,0.0,0,0.0,0,1.0,0,0.0,0,1221.18,0,12.6,0,2.9,0,1.0,0,118.7,0,1.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3.9255883653515453,8.475297704242202,0.0,0.0,1,1,1,0,0
0,27489.13,0,1.0,0,348.1,0,2.0,0,0.0,0,2.0,0,0.0,0,1771.84,0,5.2,0,1.2,0,1.0,0,5.4,0,2.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,15.514453901029439,10.221582310140471,0.17236426314277506,0.0,1,0,0,0,0
0,5828.05,0,2.0,0,583.6,0,63.0,0,0.0,0,2.0,0,2.0,0,1928.35,0,5.5,1,-1.0,0,2.0,0,550.1,0,3.0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.02229885653538,8.670609315809413,3.2385195339273474,0.0,0,0,0,0,0
0,4100.14,0,1.0,0,655.5,0,35.0,0,0.0,0,3.0,0,0.0,0,1822.07,0,4.6,0,3.4,0,0.0,0,105.6,0,1.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2.2502648087065813,8.31902026282449,1.6018306636155606,0.0,1,0,0,0,0
0,3706.45,0,1.0,0,139.3,0,0.0,0,1.0,0,1.0,0,0.0,0,828.67,0,8.2,0,4.5,0,0.0,0,36.9,0,2.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.472769618786731,8.21809958774448,0.0,1.0,1,1,1,0,0
0,1994.13,0,2.0,0,280.6,0,21.0,0,0.0,0,1.0,0,0.0,0,1034.25,0,4.5,0,4.9,0,0.0,0,42.1,0,2.0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.9280928208846992,7.598464490108222,2.2451888809693514,0.0,1,0,0,0,0
0,5217.67,0,1.0,0,67.6,0,0.0,0,0.0,0,1.0,0,0.0,0,1803.24,0,7.8,0,3.0,0,0.0,0,8.5,0,1.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.8934972604866798,8.559997859140353,0.0,0.0,1,1,1,0,0
0,5050.78,0,1.0,0,560.4,0,9.0,0,0.0,0,0.0,0,3.0,0,1525.55,0,10.1,0,2.9,0,1.0,0,78.3,0,3.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.310792828815837,8.527495935412123,0.48179871520342615,0.0,1,0,0,0,0
0,2158.09,0,1.0,0,258.4,0,4.0,0,1.0,0,2.0,0,0.0,0,1133.87,0,4.1,0,2.7,0,0.0,0,5.5,0,1.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.903295792286594,7.677442115611696,0.46439628482972134,0.2,0,1,0,0,0
0,6082.68,0,2.0,0,489.9,0,40.0,0,0.0,0,1.0,0,0.0,0,4762.42,0,13.7,1,-1.0,0,0.0,0,5.2,0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.277224604297815,8.71336505502024,2.449479485609308,0.0,0,0,0,0,0
0,792.39,0,2.0,0,785.0,0,51.0,0,0.0,0,0.0,0,1.0,0,802.86,0,4.4,1,-1.0,0,1.0,0,21.8,0,1.0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.9869591211419176,6.67631490401794,1.9490445859872612,0.0,0,0,0,0,0
0,10068.74,0,1.0,0,663.3,0,9.0,0,0.0,0,0.0,0,0.0,0,1140.65,0,11.7,0,4.1,0,0.0,0,718.8,0,3.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8.827195020383114,9.217290166114141,0.407055630936228,0.0,1,1,1,0,0
0,27198.19,0,3.0,0,142.4,0,8.0,0,0.0,0,1.0,0,0.0,0,1186.69,0,1.6,0,1.2,0,2.0,0,137.9,0,4.0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,22.919372371891562,10.210942472428908,1.6853932584269662,0.0,1,0,0,1,0
0,4870.35,0,1.0,0,417.1,0,21.0,0,0.0,0,0.0,0,1.0,0,1505.39,0,2.1,0,5.8,0,0.0,0,25.4,0,1.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3.235274580009167,8.491126385053963,1.5104291536801726,0.0,1,0,0,0,0
0,4712.83,0,1.0,0,986.6,0,19.0,0,0.0,0,0.0,0,2.0,0,1214.42,0,18.2,0,6.8,0,1.0,0,251.7,0,2.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3.8807249551226097,8.458256020054113,0.5777417393067098,0.0,0,0,0,0,0
0,1009.09,0,1.0,0,665.2,0,38.0,0,0.0,0,0.0,0,1.0,0,1131.97,0,0.9,0,4.2,0,0.0,0,12.6,0,1.0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.8914458863750806,6.9177947147762335,1.7137702946482258,0.0,1,0,0,0,0
0,2765.49,0,1.0,0,415.8,0,5.0,0,0.0,0,1.0,0,0.0,0,469.92,0,3.6,0,3.3,0,3.0,0,86.0,0,4.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5.885022982635341,7.925334647656048,0.3607503607503607,0.0,0,0,0,0,0
0,4909.64,0,2.0,0,163.4,0,7.0,0,1.0,0,2.0,0,0.0,0,562.99,0,8.8,1,-1.0,0,1.0,0,25.0,0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8.720652231833602,8.499159558526413,1.285189718482252,0.125,0,0,0,0,0
0,10335.41,0,1.0,0,904.5,0,39.0,0,0.0,0,2.0,0,0.0,0,1071.02,0,0.6,0,1.4,0,1.0,0,31.1,0,1.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.650062557188475,9.243427892418323,1.2935323383084578,0.0,0,0,0,0,0
0,7448.63,0,2.0,0,335.5,0,4.0,0,0.0,0,2.0,0,0.0,0,4652.38,0,16.4,0,5.4,0,1.0,0,412.3,0,2.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.601036458758743,8.915919645710757,0.35767511177347244,0.0,1,0,0,0,0
0,5514.65,0,2.0,0,693.8,0,68.0,0,0.0,0,1.0,0,0.0,0,764.31,0,2.3,0,1.0,0,0.0,0,24.3,0,1.0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7.215200638484385,8.615344785123394,2.940328624963967,0.0,1,0,0,0,0
0,9049.28,0,1.0,0,1023.4,0,60.0,0,0.0,0,0.0,0,1.0,0,1149.42,0,14.0,0,4.4,0,2.0,0,457.3,0,1.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.8729098153851504,9.110550975441884,1.758843072112566,0.0,0,0,0,0,0
0,5770.16,0,1.0,0,109.2,0,9.0,0,0.0,0,1.0,0,0.0,0,3549.97,0,6.5,0,7.3,0,0.0,0,6.9,0,1.0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.6254109189655124,8.660628379157693,2.4725274725274726,0.0,1,0,0,0,0
0,11667.7,0,1.0,0,1371.6,0,109.0,0,0.0,0,1.0,0,0.0,0,2731.6,0,6.8,0,7.8,0,0.0,0,13.1,0,1.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4.271379411334017,9.364665322331737,2.384076990376203,0.0,1,1,1,0,0
0,1151.39,0,2.0,0,326.6,0,6.0,0,1.0,0,0.0,0,0.0,0,3832.54,0,4.6,0,7.5,0,0.0,0,15.0,0,4.0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.30042478356390284,7.0495933256302035,0.5511328842620943,0.14285714285714285,1,0,0,0,0
0,17759.1,0,1.0,0,358.6,0,6.0,0,0.0,0,2.0,0,0.0,0,2140.42,0,15.0,0,2.2,0,0.0,0,4.3,0,3.0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8.297016473402415,9.78470964716094,0.501952035694367,0.0,1,0,0,1,0
0,865.42,0,1.0,0,167.8,0,4.0,0,1.0,0,4.0,0,0.0,0,2490.67,0,8.0,0,4.0,0,0.0,0,171.3,0,2.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.34746473840372266,6.764369779446203,0.7151370679380215,0.2,1,1,1,0,0
0,3123.02,0,1.0,0,889.1,0,3.0,0,0.0,0,2.0,0,1.0,0,882.2,0,12.2,0,3.1,0,0.0,0,3.8,0,2.0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3.5400362729539783,8.046875912987739,0.10122595883477674,0.0,0,0,0,1,0
0,10599.93,0,1.0,0,347.2,0,8.0,0,1.0,0,1.0,0,0.0,0,384.14,0,16.1,0,1.0,0,2.0,0,192.0,0,1.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,27.59392409017546,9.26869701210065,0.6912442396313364,0.1111111111111111,1,1,1,0,0
0,2821.39,0,1.0,0,161.5,0,2.0,0,0.0,0,1.0,0,0.0,0,627.11,0,6.1,0,4.1,0,1.0,0,24.9,0,2.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4.49903525697246,7.945339322722295,0.37151702786377705,0.0,1,0,0,1,0
