case_id,customer_id,transaction_id,order_id,scenario,label_abusive,chargeback_reason,claim_description,disputed_amount,currency,payment_method,payment_status,product_category,quantity,shipping_city,billing_city,order_ts,shipped_ts,delivered_ts,claim_ts,claim_delay_days,account_age_days,previous_orders,previous_chargebacks,previous_returns,previous_failed_payments,avg_order_value,delivery_status,delivery_confirmation,has_tracking,days_to_deliver,device_seen_before,device_shared_accounts,ip_geo_distance_km,txns_last_24h,shipping_billing_match,split
CB-12881,CUST-05864-4,TXN-22881,ORD-32881,opportunist_abuse,1,product_not_as_described,Product quality does not match what was advertised.,3723.57,INR,credit_card,captured,toys,1,Hyderabad,Hyderabad,2026-03-25T10:38:06,2026-03-26T02:58:55,2026-03-27T12:34:55,2026-04-06T02:50:53,9.6,634.8,20,0,0,0,3900.95,delivered,photo,1,1.4,1,0,170.3,1,1,test
CB-12882,CUST-05880-5,TXN-22882,ORD-32882,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,1267.3,INR,credit_card,captured,electronics,2,Delhi,Kolkata,2026-05-14T20:20:22,2026-05-17T06:50:43,,2026-06-19T19:10:49,28.5,96.2,1,0,3,2,1362.93,in_transit,otp,1,,1,0,23.1,1,0,val
CB-12883,CUST-10581-6,TXN-22883,ORD-32883,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,1252.89,INR,debit_card,captured,electronics,1,Ahmedabad,Ahmedabad,2026-03-21T10:42:55,2026-03-23T17:07:41,,2026-04-04T04:50:52,6.5,287.3,31,0,3,1,4344.87,failed,none,1,,0,0,2.5,2,1,train
CB-12884,CUST-10759-0,TXN-22884,ORD-32884,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,4218.47,INR,upi,captured,sports,1,Jaipur,Jaipur,2026-01-14T20:37:36,2026-01-15T06:35:12,2026-01-20T18:35:12,2026-01-26T21:41:43,6.1,338.2,1,0,1,0,4762.79,delivered,otp,1,5.5,1,0,7.0,2,1,train
CB-12885,CUST-05647-1,TXN-22885,ORD-32885,lost_package,0,product_not_received,Item was not delivered to me.,4401.58,INR,debit_card,captured,electronics,1,Pune,Pune,2026-05-16T02:06:56,2026-05-17T17:54:41,,2026-05-27T23:01:26,5.2,311.3,13,0,2,0,5429.29,failed,none,1,,0,0,24.9,1,1,train
CB-12886,CUST-11204-2,TXN-22886,ORD-32886,friendly_fraud_pnr,1,product_not_received,The order shows delivered but nothing arrived at my address.,3065.48,INR,debit_card,captured,home,1,Jaipur,Jaipur,2026-05-15T16:19:40,2026-05-16T23:03:58,2026-05-17T23:03:58,2026-05-20T23:03:06,3.0,447.2,15,1,0,1,2092.71,delivered,none,1,1.0,0,2,5.8,2,1,train
CB-12887,CUST-11102-3,TXN-22887,ORD-32887,friendly_fraud_pnr,1,product_not_received,I never received this package.,2499.21,INR,wallet,captured,electronics,1,Bangalore,Kolkata,2026-04-10T15:58:15,2026-04-11T02:21:31,2026-04-16T07:09:31,2026-04-27T05:04:14,10.9,508.6,30,1,2,2,2004.69,delivered,signed,1,5.2,0,0,619.4,2,0,train
CB-12888,CUST-04603-4,TXN-22888,ORD-32888,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,13636.83,INR,debit_card,captured,electronics,1,Ahmedabad,Ahmedabad,2026-05-09T19:04:27,2026-05-10T08:05:16,2026-05-11T08:05:16,2026-06-02T08:17:22,22.0,184.9,12,1,4,1,2135.99,delivered,photo,1,1.0,1,0,17.5,3,1,train
CB-12889,CUST-11958-5,TXN-22889,ORD-32889,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,10367.77,INR,debit_card,captured,books,2,Ahmedabad,Ahmedabad,2026-02-01T03:17:25,2026-02-03T18:26:24,2026-02-07T20:50:24,2026-02-22T08:02:54,14.5,77.7,3,1,2,1,1123.28,delivered,none,1,4.1,1,0,32.4,1,1,train
CB-12890,CUST-03507-6,TXN-22890,ORD-32890,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,1780.92,INR,upi,captured,books,2,Pune,Hyderabad,2026-06-19T09:54:58,2026-06-21T23:43:43,2026-06-26T14:07:43,2026-06-29T00:25:11,2.4,735.4,22,0,0,1,4888.85,delivered,photo,1,4.6,0,1,37.8,2,0,val
CB-12891,CUST-07601-0,TXN-22891,ORD-32891,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,5060.0,INR,netbanking,captured,fashion,2,Jaipur,Jaipur,2026-01-02T08:16:03,2026-01-05T03:33:38,2026-01-07T13:09:38,2026-01-11T02:58:57,3.6,340.2,18,0,2,0,2068.58,delivered,otp,1,2.4,0,0,85.6,1,1,train
CB-12892,CUST-02520-1,TXN-22892,ORD-32892,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,1490.67,INR,wallet,captured,toys,2,Bangalore,Bangalore,2026-01-22T14:53:26,2026-01-23T15:54:42,2026-01-26T13:30:42,2026-02-04T14:43:38,9.1,249.1,17,0,4,1,1299.61,delivered,none,1,2.9,1,0,5.5,1,1,train
CB-12893,CUST-08886-2,TXN-22893,ORD-32893,friendly_fraud_pnr,1,product_not_received,I never received this package.,7900.02,INR,credit_card,captured,sports,1,Mumbai,Mumbai,2026-06-04T19:12:36,2026-06-06T01:48:30,2026-06-08T01:48:30,2026-06-10T22:51:07,2.9,253.9,10,0,3,0,1162.22,delivered,signed,1,2.0,1,0,128.9,2,1,train
CB-12894,CUST-05103-3,TXN-22894,ORD-32894,lost_package,0,product_not_received,I never received this package.,3189.89,INR,credit_card,captured,home,1,Kolkata,Kolkata,2026-06-08T21:15:19,2026-06-10T23:37:28,,2026-06-17T15:05:03,1.6,895.5,49,0,1,0,599.89,returned_to_sender,none,1,,1,0,68.6,1,1,train
CB-12895,CUST-11075-4,TXN-22895,ORD-32895,friendly_fraud_pnr,1,product_not_as_described,The product I received is completely different from the listing.,3988.25,INR,credit_card,captured,electronics,1,Bangalore,Bangalore,2026-03-03T06:39:54,2026-03-04T10:43:51,2026-03-07T20:19:51,2026-03-25T13:43:45,17.7,237.7,10,2,2,0,1984.75,delivered,photo,1,3.4,1,0,4.3,1,1,train
CB-12896,CUST-11310-5,TXN-22896,ORD-32896,true_fraud_victim,0,unauthorized_transaction,Unauthorized payment on my account.,6600.35,INR,debit_card,captured,home,1,Pune,Kochi,2026-01-06T23:32:38,2026-01-07T15:09:56,2026-01-11T07:57:56,2026-01-24T23:22:31,13.6,186.0,4,0,2,1,2540.65,delivered,none,0,3.7,0,1,78.2,3,0,train
CB-12897,CUST-02285-6,TXN-22897,ORD-32897,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,1958.86,INR,upi,captured,sports,1,Pune,Pune,2026-05-03T05:18:40,2026-05-06T04:53:47,2026-05-11T21:41:47,2026-05-16T07:45:32,4.4,446.1,10,0,0,1,3845.29,delivered,signed,1,5.7,1,0,24.3,2,1,val
CB-12898,CUST-08452-0,TXN-22898,ORD-32898,false_unauthorized,1,unauthorized_transaction,Unauthorized payment on my account.,2116.02,INR,debit_card,captured,sports,1,Bangalore,Bangalore,2026-02-14T03:29:50,2026-02-14T12:45:46,2026-02-24T05:33:46,2026-04-21T23:39:46,56.8,354.3,9,0,1,2,1816.83,delivered,photo,1,9.7,1,1,1.6,4,1,train
CB-12899,CUST-05425-1,TXN-22899,ORD-32899,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,2642.41,INR,upi,captured,beauty,1,Ahmedabad,Ahmedabad,2026-04-12T21:29:15,2026-04-14T06:32:14,2026-04-21T16:08:14,2026-04-23T06:47:18,1.6,466.8,11,0,1,0,3618.91,delivered,photo,1,7.4,1,2,29.7,2,1,train
CB-12900,CUST-03390-2,TXN-22900,ORD-32900,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,17072.99,INR,debit_card,captured,sports,1,Chennai,Chennai,2026-03-28T07:46:21,2026-03-29T12:40:07,2026-04-02T17:28:07,2026-04-22T22:15:17,20.2,860.2,29,0,3,0,1571.17,delivered,signed,1,4.2,1,2,1.5,2,1,train
CB-12901,CUST-05085-3,TXN-22901,ORD-32901,lost_package,0,product_not_received,Item was not delivered to me.,9012.74,INR,credit_card,captured,beauty,1,Kochi,Kochi,2026-02-26T02:44:26,2026-02-27T07:35:17,,2026-03-08T12:32:09,4.2,1336.4,45,0,1,0,4010.59,failed,none,1,,0,0,14.1,2,1,test
CB-12902,CUST-09934-4,TXN-22902,ORD-32902,friendly_fraud_pnr,1,product_not_received,The order shows delivered but nothing arrived at my address.,4665.69,INR,credit_card,captured,beauty,1,Kolkata,Kolkata,2026-02-13T22:22:39,2026-02-15T07:15:57,2026-02-19T00:03:57,2026-03-25T10:30:59,34.4,306.4,4,0,0,2,1969.66,delivered,signed,1,3.7,1,0,140.7,3,1,train
CB-12903,CUST-01541-5,TXN-22903,ORD-32903,lost_package,0,product_not_received,I never received this package.,975.37,INR,credit_card,captured,sports,2,Ahmedabad,Ahmedabad,2026-04-19T16:09:43,2026-04-20T13:34:26,,2026-04-30T16:21:51,5.1,1102.8,36,0,0,1,711.95,failed,none,1,,1,1,29.5,2,1,train
CB-12904,CUST-06740-6,TXN-22904,ORD-32904,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,902.7,INR,upi,captured,home,1,Kolkata,Kolkata,2026-01-14T05:33:34,2026-01-15T06:27:08,2026-01-18T01:39:08,2026-01-23T02:50:24,5.0,1271.0,48,0,1,0,3867.1,delivered,otp,1,2.8,1,0,83.8,2,1,train
CB-12905,CUST-03262-0,TXN-22905,ORD-32905,lost_package,0,product_not_received,I never received this package.,3969.94,INR,credit_card,captured,beauty,2,Mumbai,Mumbai,2026-05-22T13:23:47,2026-05-25T06:43:37,,2026-06-01T21:47:36,2.6,1008.0,116,0,2,1,940.13,in_transit,none,1,,1,0,8.2,2,1,train
CB-12906,CUST-04036-1,TXN-22906,ORD-32906,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,1709.1,INR,netbanking,captured,toys,1,Hyderabad,Hyderabad,2026-04-14T05:20:48,2026-04-15T08:49:39,2026-04-16T08:49:39,2026-04-20T01:12:27,3.7,150.8,3,0,2,1,813.62,delivered,signed,1,1.0,1,0,11.1,2,1,val
CB-12907,CUST-04601-2,TXN-22907,ORD-32907,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,2382.2,INR,upi,captured,books,1,Jaipur,Jaipur,2026-06-16T07:00:26,2026-06-18T10:15:55,2026-06-19T12:39:55,2026-06-22T14:41:33,3.1,368.4,47,0,0,0,2559.68,delivered,signed,1,1.1,1,0,28.5,2,1,train
CB-12908,CUST-01991-3,TXN-22908,ORD-32908,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,10028.26,INR,debit_card,captured,beauty,3,Jaipur,Jaipur,2026-04-25T05:30:42,2026-04-26T21:01:18,2026-04-30T18:37:18,2026-05-06T01:08:06,5.3,154.4,5,0,0,0,6669.47,delivered,photo,1,3.9,1,1,16.5,2,1,train
CB-12909,CUST-06472-4,TXN-22909,ORD-32909,lost_package,0,product_not_received,Item was not delivered to me.,4529.46,INR,upi,captured,home,1,Kolkata,Kolkata,2026-02-11T03:41:39,2026-02-13T15:40:03,,2026-02-21T00:01:28,2.3,413.4,14,1,0,0,833.15,failed,none,0,,1,0,21.0,3,1,train
CB-12910,CUST-02107-5,TXN-22910,ORD-32910,friendly_fraud_pnr,1,product_not_as_described,The product I received is completely different from the listing.,4322.68,INR,upi,captured,home,1,Delhi,Delhi,2026-02-05T10:58:56,2026-02-06T03:02:03,2026-02-09T17:26:03,2026-02-13T15:42:39,3.9,202.0,10,0,1,3,1177.75,delivered,otp,1,3.6,0,0,62.0,1,1,test
CB-12911,CUST-09209-6,TXN-22911,ORD-32911,false_unauthorized,0,unauthorized_transaction,Unauthorized payment on my account.,4246.64,INR,upi,captured,electronics,1,Jaipur,Jaipur,2026-04-12T11:42:48,2026-04-13T12:31:15,2026-04-14T17:19:15,2026-05-05T02:21:25,20.4,72.2,6,0,2,1,3986.43,delivered,none,1,1.2,1,1,1.7,1,1,train
CB-12912,CUST-10614-0,TXN-22912,ORD-32912,opportunist_abuse,1,product_not_received,The order shows delivered but nothing arrived at my address.,2880.62,INR,debit_card,captured,sports,1,Hyderabad,Jaipur,2026-01-01T21:28:27,2026-01-02T03:10:40,2026-01-03T03:10:40,2026-01-09T12:47:54,6.4,505.9,29,0,2,0,1148.44,delivered,otp,1,1.0,1,2,22.7,2,0,test
CB-12913,CUST-11547-1,TXN-22913,ORD-32913,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,1863.03,INR,credit_card,captured,electronics,1,Mumbai,Mumbai,2026-04-19T15:56:41,2026-04-21T13:49:16,2026-04-25T01:49:16,2026-04-28T09:48:05,3.3,564.8,10,0,2,0,5150.84,delivered,none,1,3.5,1,0,36.2,1,1,train
CB-12914,CUST-09175-2,TXN-22914,ORD-32914,friendly_fraud_pnr,1,product_not_received,I never received this package.,1340.67,INR,credit_card,captured,beauty,2,Chennai,Chennai,2026-02-12T19:33:39,2026-02-14T03:53:59,2026-02-17T03:53:59,2026-02-26T19:23:48,9.6,272.0,33,1,3,0,1248.87,delivered,otp,1,3.0,1,0,11.9,1,1,val
CB-12915,CUST-10149-3,TXN-22915,ORD-32915,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,2140.3,INR,upi,captured,books,1,Kochi,Kochi,2026-01-03T14:06:40,2026-01-04T12:57:16,2026-01-06T08:09:16,2026-01-22T23:41:11,16.6,328.7,20,1,2,0,2124.22,delivered,photo,1,1.8,1,0,1.0,2,1,train
CB-12916,CUST-02056-4,TXN-22916,ORD-32916,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,8603.13,INR,credit_card,captured,beauty,1,Mumbai,Mumbai,2026-02-04T11:02:57,2026-02-06T04:19:58,2026-02-08T13:55:58,2026-02-09T21:41:33,1.3,721.4,27,1,2,0,2173.78,delivered,signed,1,2.4,1,0,4.1,2,1,val
CB-12917,CUST-11459-5,TXN-22917,ORD-32917,lost_package,0,product_not_received,Item was not delivered to me.,7976.65,INR,credit_card,captured,electronics,2,Chennai,Chennai,2026-03-13T16:03:03,2026-03-15T06:41:59,2026-03-16T18:41:59,2026-03-24T04:48:33,7.4,795.4,12,0,1,0,1882.87,delivered,photo,1,1.5,1,0,52.4,2,1,train
CB-12918,CUST-00990-6,TXN-22918,ORD-32918,lost_package,0,product_not_received,Item was not delivered to me.,1263.48,INR,netbanking,captured,electronics,2,Ahmedabad,Ahmedabad,2026-04-04T08:48:41,2026-04-06T15:05:31,2026-04-13T12:41:31,2026-04-15T03:50:07,1.6,961.2,19,0,0,0,3328.66,delivered,photo,1,6.9,1,0,6.5,1,1,train
CB-12919,CUST-02356-0,TXN-22919,ORD-32919,false_unauthorized,1,unauthorized_transaction,Unauthorized payment on my account.,7327.17,INR,credit_card,captured,electronics,2,Chennai,Chennai,2026-02-15T16:54:06,2026-02-18T12:46:22,2026-02-21T10:22:22,2026-02-25T06:08:55,3.8,216.8,1,0,2,1,2263.75,delivered,photo,1,2.9,1,2,24.4,1,1,train
CB-12920,CUST-07161-1,TXN-22920,ORD-32920,true_fraud_victim,0,unauthorized_transaction,"This charge is not mine, my card was used without permission.",3243.25,INR,upi,captured,electronics,2,Pune,Pune,2026-01-20T21:07:06,2026-01-22T00:37:22,2026-01-23T00:37:22,2026-01-27T16:57:50,4.7,701.7,43,1,1,1,1012.34,delivered,none,1,1.0,0,2,574.2,5,1,val
CB-12921,CUST-02481-2,TXN-22921,ORD-32921,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,1175.4,INR,wallet,captured,home,1,Kochi,Kochi,2026-01-03T04:06:51,2026-01-05T03:09:45,2026-01-06T03:09:45,2026-01-12T04:25:59,6.1,828.5,26,0,0,0,2456.75,delivered,otp,1,1.0,0,0,39.5,2,1,test
CB-12922,CUST-06732-3,TXN-22922,ORD-32922,false_unauthorized,1,unauthorized_transaction,Unauthorized payment on my account.,6349.14,INR,credit_card,captured,toys,1,Mumbai,Mumbai,2026-01-29T20:52:03,2026-01-30T21:33:44,2026-02-04T02:21:44,2026-03-09T23:14:32,33.9,211.0,4,1,2,1,1678.61,delivered,otp,1,4.2,1,1,19.0,1,1,train
CB-12923,CUST-04357-4,TXN-22923,ORD-32923,true_fraud_victim,0,unauthorized_transaction,I did not make this transaction.,10090.67,INR,debit_card,captured,electronics,1,Hyderabad,Kochi,2026-05-15T06:23:57,2026-05-16T06:51:18,2026-05-17T06:51:18,2026-05-23T11:32:28,6.2,339.8,4,0,1,0,1441.37,delivered,photo,1,1.0,0,1,46.4,4,0,val
CB-12924,CUST-00787-5,TXN-22924,ORD-32924,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,9725.33,INR,upi,captured,home,2,Jaipur,Jaipur,2026-01-02T23:54:07,2026-01-04T11:01:33,2026-01-06T08:37:33,2026-01-17T01:13:24,10.7,78.7,2,0,3,0,1781.07,delivered,otp,0,1.9,1,2,3.7,3,1,train
CB-12925,CUST-09628-6,TXN-22925,ORD-32925,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,1657.92,INR,debit_card,captured,toys,1,Hyderabad,Hyderabad,2026-04-07T16:23:20,2026-04-09T19:02:47,2026-04-11T02:14:47,2026-05-01T00:41:38,19.9,496.3,39,0,3,1,3833.3,delivered,none,0,1.3,1,0,11.1,1,1,train
CB-12926,CUST-08436-0,TXN-22926,ORD-32926,lost_package,0,product_not_received,I never received this package.,895.31,INR,upi,captured,beauty,1,Hyderabad,Hyderabad,2026-01-13T11:39:23,2026-01-15T18:34:00,,2026-01-27T19:30:01,7.0,376.5,24,1,0,0,365.24,unknown,none,1,,1,0,25.6,1,1,val
CB-12927,CUST-04409-1,TXN-22927,ORD-32927,lost_package,0,product_not_received,Item was not delivered to me.,5615.82,INR,debit_card,captured,toys,1,Pune,Hyderabad,2026-04-05T19:41:43,2026-04-06T02:02:45,,2026-04-13T19:07:33,2.7,809.2,68,0,0,0,1537.94,failed,none,1,,1,0,83.7,1,0,train
CB-12928,CUST-09034-2,TXN-22928,ORD-32928,friendly_fraud_pnr,1,product_not_received,The order shows delivered but nothing arrived at my address.,2226.54,INR,credit_card,captured,electronics,1,Bangalore,Bangalore,2026-03-13T22:14:10,2026-03-15T15:22:04,2026-03-17T08:10:04,2026-03-28T07:17:14,11.0,118.7,1,1,4,1,2193.38,delivered,signed,1,1.7,1,0,12.7,2,1,val
CB-12929,CUST-04784-3,TXN-22929,ORD-32929,lost_package,0,product_not_received,I never received this package.,2846.25,INR,upi,captured,toys,2,Hyderabad,Hyderabad,2026-01-02T23:13:19,2026-01-04T14:40:07,,2026-01-11T15:29:29,2.0,985.9,21,0,0,0,7548.36,unknown,none,1,,0,1,5.6,2,1,train
CB-12930,CUST-04138-4,TXN-22930,ORD-32930,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,596.94,INR,debit_card,captured,toys,1,Delhi,Delhi,2026-03-29T01:30:08,2026-03-29T21:28:34,2026-03-31T16:40:34,2026-04-11T17:57:44,11.1,479.2,20,1,0,0,1185.03,delivered,none,1,1.8,1,0,50.1,2,1,val
CB-12931,CUST-01280-5,TXN-22931,ORD-32931,opportunist_abuse,0,product_not_received,Item was not delivered to me.,19696.32,INR,upi,captured,beauty,1,Bangalore,Bangalore,2026-02-23T22:12:38,2026-02-25T10:12:41,2026-02-26T10:12:41,2026-03-14T00:03:03,15.6,703.2,17,1,0,1,10140.84,delivered,otp,1,1.0,1,0,11.6,2,1,train
CB-12932,CUST-10979-6,TXN-22932,ORD-32932,lost_package,0,product_not_received,Item was not delivered to me.,3073.8,INR,upi,captured,fashion,1,Kolkata,Kolkata,2026-04-08T09:39:28,2026-04-11T06:48:09,,2026-04-17T22:45:02,1.7,186.8,4,0,1,0,2549.32,failed,none,1,,1,0,14.2,2,1,val
CB-12933,CUST-08259-0,TXN-22933,ORD-32933,false_unauthorized,1,unauthorized_transaction,"This charge is not mine, my card was used without permission.",6650.99,INR,upi,captured,toys,1,Ahmedabad,Ahmedabad,2026-05-12T21:13:04,2026-05-13T10:51:32,,2026-05-28T23:15:16,10.5,177.6,12,0,2,1,1480.53,unknown,none,1,,1,0,30.5,2,1,train
CB-12934,CUST-07044-1,TXN-22934,ORD-32934,friendly_fraud_pnr,1,product_not_received,I never received this package.,7236.25,INR,wallet,captured,beauty,1,Delhi,Delhi,2026-04-20T17:00:00,2026-04-23T05:26:45,2026-04-25T00:38:45,2026-05-20T12:28:39,25.5,194.5,3,0,1,1,15408.4,delivered,otp,1,1.8,0,1,29.4,1,1,train
CB-12935,CUST-02614-2,TXN-22935,ORD-32935,friendly_fraud_pnr,1,product_not_as_described,The product I received is completely different from the listing.,12507.23,INR,wallet,captured,electronics,1,Delhi,Delhi,2026-01-22T10:02:44,2026-01-25T05:30:06,2026-01-27T00:42:06,2026-02-17T11:02:03,21.4,259.9,10,1,2,1,1935.11,delivered,photo,1,1.8,1,1,17.4,1,1,train
CB-12936,CUST-03534-3,TXN-22936,ORD-32936,opportunist_abuse,1,product_not_as_described,Item arrived damaged / not as described.,14933.91,INR,upi,captured,home,1,Hyderabad,Bangalore,2026-03-01T09:41:25,2026-03-01T17:55:57,2026-03-03T15:31:57,2026-03-23T16:23:42,20.0,392.7,22,0,1,0,1803.52,delivered,signed,1,1.9,1,0,54.4,3,0,test
CB-12937,CUST-01202-4,TXN-22937,ORD-32937,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,5604.26,INR,upi,captured,toys,2,Kolkata,Kolkata,2026-04-04T19:34:06,2026-04-06T01:28:44,2026-04-12T06:16:44,2026-04-29T19:03:20,17.5,740.5,20,2,1,1,1113.25,delivered,otp,1,6.2,1,0,8.3,1,1,val
CB-12938,CUST-02089-5,TXN-22938,ORD-32938,friendly_fraud_pnr,1,product_not_as_described,Item arrived damaged / not as described.,8191.44,INR,upi,captured,electronics,1,Chennai,Chennai,2026-05-27T01:17:47,2026-05-29T01:14:41,2026-06-04T18:02:41,2026-06-17T09:29:23,12.6,72.0,5,0,3,0,1800.48,delivered,photo,1,6.7,1,1,298.4,2,1,train
CB-12939,CUST-09921-6,TXN-22939,ORD-32939,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,8248.27,INR,upi,captured,home,1,Hyderabad,Hyderabad,2026-05-01T12:51:30,2026-05-04T06:48:42,,2026-05-11T20:00:13,2.5,745.8,65,0,2,1,1986.94,returned_to_sender,none,1,,1,0,26.7,2,1,test
CB-12940,CUST-00920-0,TXN-22940,ORD-32940,true_fraud_victim,0,unauthorized_transaction,Unauthorized payment on my account.,2838.29,INR,wallet,captured,fashion,1,Hyderabad,Hyderabad,2026-03-16T09:56:35,2026-03-18T13:49:39,2026-03-20T11:25:39,2026-03-27T11:30:35,7.0,382.9,27,0,0,0,1968.02,delivered,none,1,1.9,0,1,132.2,3,1,val
CB-12941,CUST-11612-1,TXN-22941,ORD-32941,lost_package,0,product_not_received,I never received this package.,18889.02,INR,upi,captured,electronics,1,Kochi,Kochi,2026-02-28T05:47:42,2026-03-02T08:21:12,2026-03-04T13:09:12,2026-03-05T08:35:02,0.8,692.8,28,0,2,0,1760.79,delivered,none,1,2.2,1,0,34.2,1,1,train
CB-12942,CUST-02343-2,TXN-22942,ORD-32942,lost_package,0,product_not_received,Item was not delivered to me.,574.43,INR,credit_card,captured,electronics,1,Jaipur,Jaipur,2026-06-25T12:40:44,2026-06-27T15:48:08,2026-06-30T11:00:08,2026-07-03T20:12:11,3.4,948.9,45,0,1,0,3954.4,delivered,none,0,2.8,1,1,16.9,1,1,train
CB-12943,CUST-03877-3,TXN-22943,ORD-32943,friendly_fraud_pnr,1,product_not_as_described,Item arrived damaged / not as described.,6192.57,INR,credit_card,captured,home,2,Delhi,Delhi,2026-06-11T22:30:58,2026-06-12T18:22:49,2026-06-22T03:58:49,2026-07-03T22:19:24,11.8,156.0,2,0,2,0,7627.31,delivered,none,1,9.4,1,1,43.7,2,1,val
CB-12944,CUST-04836-4,TXN-22944,ORD-32944,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,3995.62,INR,credit_card,captured,beauty,2,Delhi,Delhi,2026-01-28T06:52:22,2026-01-29T15:03:28,2026-02-03T19:51:28,2026-02-12T05:55:33,8.4,614.1,19,0,1,0,2349.6,delivered,none,1,5.2,0,0,13.3,1,1,val
CB-12945,CUST-05103-5,TXN-22945,ORD-32945,opportunist_abuse,1,product_not_as_described,The product I received is completely different from the listing.,3193.12,INR,wallet,captured,fashion,1,Delhi,Bangalore,2026-03-12T22:41:17,2026-03-15T13:51:42,2026-03-19T09:03:42,2026-03-27T19:52:28,8.5,1457.1,83,0,0,0,1704.97,delivered,otp,0,3.8,1,0,64.4,2,0,val
CB-12946,CUST-01759-6,TXN-22946,ORD-32946,true_fraud_victim,0,unauthorized_transaction,I did not make this transaction.,19449.75,INR,debit_card,captured,books,1,Kolkata,Kolkata,2026-06-07T18:47:10,2026-06-10T09:28:38,,2026-06-30T02:03:43,14.7,238.9,8,0,1,1,1934.03,in_transit,none,1,,0,1,319.6,7,1,train
CB-12947,CUST-06828-0,TXN-22947,ORD-32947,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,1994.18,INR,wallet,captured,books,4,Ahmedabad,Ahmedabad,2026-01-20T04:47:12,2026-01-21T17:48:26,2026-01-25T05:48:26,2026-02-14T01:16:00,19.8,129.1,6,0,2,3,3566.35,delivered,otp,1,3.5,1,0,24.2,1,1,train
CB-12948,CUST-04037-1,TXN-22948,ORD-32948,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,3167.13,INR,upi,captured,electronics,2,Hyderabad,Hyderabad,2026-01-30T23:48:47,2026-02-01T22:15:54,2026-02-04T22:15:54,2026-03-04T15:42:23,27.7,91.0,0,1,2,0,1131.37,delivered,otp,1,3.0,1,0,65.1,1,1,val
CB-12949,CUST-10018-2,TXN-22949,ORD-32949,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,4320.89,INR,upi,captured,electronics,2,Pune,Chennai,2026-01-07T02:00:25,2026-01-09T21:49:31,2026-01-15T05:01:31,2026-01-24T02:17:55,8.9,496.4,30,0,0,4,7868.49,delivered,otp,1,5.3,0,2,24.6,4,0,train
CB-12950,CUST-02090-3,TXN-22950,ORD-32950,true_fraud_victim,0,unauthorized_transaction,Unauthorized payment on my account.,3957.9,INR,upi,captured,electronics,2,Kolkata,Kolkata,2026-06-05T18:05:49,2026-06-06T06:01:48,2026-06-11T10:49:48,2026-06-21T21:37:49,10.5,762.3,54,0,2,0,4629.87,delivered,signed,1,5.2,0,0,201.3,4,1,val
CB-12951,CUST-02584-4,TXN-22951,ORD-32951,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,2421.73,INR,debit_card,captured,fashion,1,Hyderabad,Hyderabad,2026-01-24T22:00:43,2026-01-26T01:04:40,2026-01-27T13:04:40,2026-02-07T04:43:34,10.7,440.4,37,0,0,2,533.28,delivered,none,1,1.5,1,0,16.9,1,1,train
CB-12952,CUST-05482-5,TXN-22952,ORD-32952,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,3007.82,INR,credit_card,captured,beauty,2,Mumbai,Mumbai,2026-03-29T18:48:33,2026-03-30T20:54:47,2026-04-02T06:30:47,2026-04-03T22:17:48,1.7,603.8,27,0,1,0,1853.86,delivered,signed,1,2.4,1,0,91.1,1,1,train
CB-12953,CUST-08655-6,TXN-22953,ORD-32953,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,4247.09,INR,debit_card,captured,books,1,Kochi,Kochi,2026-01-28T04:26:48,2026-01-30T18:05:32,,2026-02-06T21:19:46,2.1,249.7,10,0,1,0,774.95,failed,none,1,,0,1,54.5,1,1,val
